TID,EN
TID_CONFIRM_CLAN_FULL_TITLE,Клуб повний!
TID_CONFIRM_CLAN_FULL,Неможливо приєднатися до <clan>. Клуб переповнений!
TID_BUTTON_CHANGE,Змінити
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,"Завершіть навчання, щоб приєднатися до клубу"
TID_CLAN_JOIN_FAILED_FEATURE_LOCKED,Клуби повинні бути розблоковані першими з трофейної дороги!
TID_CLUB_FEATURE_LOCKED_TROPHIES,Клуби розблоковуються за трофеями <TROPHES>!
TID_CLAN_INTRO_INVITE,ПОДІЛІТЬСЯ ЗАПРОШЕННЯМ
TID_INVITE_CLAN_TOKEN_ERROR,Помилка створення запрошення
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,Тільки президенти клубу можуть запрошувати нових членів
TID_FRIENDS_FACEBOOK_CONNECT,Підключити
TID_FRIENDS_PAGE_INVITE,ПОДІЛИТИСЯ ЗАПРОШЕННЯМ
TID_SHARE_GAME_ROOM_POST_MESSAGE,"Натисніть це посилання, щоб приєднатися до команди з <name> у Бравл Старс!"
TID_SHARE_GAME_ROOM_POST_TITLE,Запросити до команди
TID_ROOM_CODE_COPIED_TO_CLIPBOARD,Ідентифікатор команди скопійовано в буфер обміну!
TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM,Гаразд
TID_TEAM_INVITE_BUTTON_LABEL,ПОДІЛІТЬСЯ ЗАПРОШЕННЯМ
TID_TEAM_INVITE_EXPIRED,Термін дії запрошення від <NAME> закінчився
TID_TEAM_INVITATION_POPUP_TITLE,ЗАПРОШУЄМО КОМАНДУ
TID_TEAM_INVITATION_POPUP_ACCEPT,ПРИЙНЯТИ
TID_TEAM_INVITATION_POPUP_REJECT,ВІДХІДИТИ
TID_TEAM_INVITATION_POPUP_MUTE,ІГНОРУВАТИ <NAME>\nНА НАСТУПНІ 10 ХВ
TID_TEAM_INVITATION_POPUP_SYSTEM_INVITE,ТУРНІРНИЙ МАТЧ
TID_TEAM_INVITATION_POPUP_MUTE_SYSTEM,ВИМКНУТИ\nНА НАСТУПНІ 10 ХВ
TID_BATTLE_ROYALE_5,Кислотні озера
TID_DAILY_COINS_COLLECTED_END_SCREEN,Бойові токени\neвичерпано
TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD,У цій збірці не ввімкнено покупки за реальні гроші
TID_SHOP_CHINA_WARNING,Попередження: насолоджуйтесь відповідально
TID_GATCHA_AD_STATUS_VIEW,"ПЕРЕГЛЯНЬ РЕКЛАМУ, ЩОБ\nПОДВОЇТИ ОДНУ ВИНАГОРОДУ!"
TID_GATCHA_AD_STATUS_VIEW_CHOISELESS,ОТРИМАЙТЕ БІЛЬШЕ НАГОРОД!
TID_GATCHA_AD_STATUS_OUT_OF_VIEWS,Використано щоденні перегляди
TID_GATCHA_AD_STATUS_NO_VIDEO,Немає доступного відео
TID_GATCHA_AD_CONTINUE_BUTTON_TITLE,ПРОДОВЖИТИ
TID_AD_DOUBLER_TITLE,ОБЕРІТЬ ВИНАГОРОДУ ДЛЯ ПОДВОЇННЯ
TID_AD_DOUBLER_CONTINUE,ПРОДОВЖИТИ
TID_GATCHA_CONTINUE,ПРОДОВЖИТИ
TID_HINT_23,"Деякі бійці кращі на деяких картах і подіях, ніж інші."
TID_HINT_24,"Бравлери на великі відстані, як правило, краще на більш відкритих картах."
TID_HINT_25,"Бравлери на близькій дистанції, як правило, краще на картах з більшим покриттям і кущами."
TID_SPEC_ABI_SELF_DESTRUCT,Останій Шквал
TID_SPEC_ABI_SELF_DESTRUCT_DESC,"Коли гармата Пенні знищена, вона випускає останній шквал <VALUE2> бомб, націлених на сусідніх ворогів, кожна з яких завдає шкоди <c00cc00><VALUE1></c>."
TID_EVENT_LIST_BRAWL,ГРАТИ
TID_INVITE_COPIED_TO_CLIPBOARD,Посилання на запрошення скопійовано в буфер обміну!
TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM,Гаразд
TID_FRIEND_INVITE_POST_MESSAGE,"Натисни на це посилання, щоб додати <friend> до друзів у Бравл Старс!"
TID_FRIEND_INVITE_POST_TITLE,Запросити друга!
TID_ALLIANCE_JOIN_POST_MESSAGE,"Натисни на це посилання, щоб приєднатися до мого клубу у Бравл Старс!"
TID_ALLIANCE_JOIN_POST_TITLE,Запросіть друга до свого клубу!
TID_HOMESCREEN_MODE_LOCKED,Отримайте <COUNT> загальних трофеїв для битви тут!
TID_GAMEROOMS_PLAYERS_ONLINE,<count> ДРУЗІВ ОНЛАЙН
TID_ARTILLERY_DUDE_SHORT_DESC,ВОЇН
TID_HAMMER_DUDE_SHORT_DESC,ТАНК
TID_HAMMER_DUDE_DESC,"Френк кидає молот на ворогів, посилаючи ударну хвилю. Його Супер — особливо потужний удар, який приголомшує ворогів!"
TID_HAMMER_DUDE_WEAPON,ПРЯМ ЯК ТОР
TID_HAMMER_DUDE_WEAPON_DESC,"Френку потрібен деякий час, щоб завести удар молотком, але удар настільки сильний, що викликає ударну хвилю."
TID_HAMMER_DUDE_ULTI,ОГЛУШЕЧНИЙ УДАР
TID_HAMMER_DUDE_ULTI_DESC,"Найбільший удар Френка викликає ударну хвилю, яка руйнує навколишнє середовище та на деякий час приголомшує ворогів."
TID_SPEC_ABI_STEAL_SOULS2,КРАДІЙ СИЛИ
TID_SPEC_ABI_STEAL_SOULS2_DESC,"Френк краде силу Бравлера, якого він Вбиває, збільшуючи його силу на <c00cc00><VALUE1>%</c> на <VALUE2> секунд!"
TID_ONLINE_FRIENDS_TITLE,ГРАВЦІВ ОНЛАЙН
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,Будь останньою командою в живих!
TID_VS_TEAM_SHOWDOWN,Всі команди одна проти одної!
TID_FIRST_WIN,ЗОРЯНИЙ ТОКЕН
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,Твоя команда №1!
TID_HOMESCREEN_MODE_LOCKED_INFO,Розблоковується в <count> трофеях
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,ТРОФЕЙНА ДОРОГА
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,ЗБЕРІТЬ
TID_STAR_POWER_INFO,Star Power: <cde9700><NAME></c>\n<DESC>
TID_STAR_POWERS_TITLE,ЗОРЯНІ СИЛИ
TID_ACCESSORIES_TITLE,ГАДЖЕТИ
TID_ACCESSORY_TITLE,ГАДЖЕТ
TID_ACCESSORIES_INFO,Гаджет: <cde9700><NAME></c>\n<DESC>
TID_STAR_POWER_STATUS_1_1,<c00ff00>ВИБРАНО</c>
TID_STAR_POWER_STATUS_0_0,Ви не володієте цією Пасівкою
TID_ACESSORIES_STATUS_0_0,Ви не володієте цим Гаджетом
TID_STAR_POWERS_PICK,ВИБЕРІТЬ
TID_LEAGUE_NAME_0,ДЕРЕВО
TID_LEAGUE_NAME_1,БРОНЗА
TID_LEAGUE_NAME_2,СРІБЛО
TID_LEAGUE_NAME_3,ЗОЛОТО
TID_LEAGUE_NAME_4,ДІАМАНТ
TID_LEAGUE_NAME_5,МАЙСТЕР
TID_LEAGUE_NAME_6,ЕЛІТ
TID_LEAGUE_NAME_7,ЗІРКА
TID_SPECIAL_EVENTS,ДЕННА ПОДІЯ
TID_SPECIAL_EVENT,Спеціальна подія:
TID_SPECIAL_EVENT_DESC,"Переглядайте кожен день, щоб грати в щоденну подію!"
TID_SPECIAL_EVENTS_MOD,Особлива подія
TID_SPECIAL_EVENT_MOD_DESC,Повертайся регулярно для Особливої події дня!
TID_PLAYING_AGAIN,Грають щераз <c11ee11><NUMBER>/<NUMBER2></c>
TID_PLAYING_AGAIN_NO_PLAYERS,Грати щераз
TID_BRAWL_BOX_INFO_TITLE_1,ІНФОРМАЦІЯ BIG BOX
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,"Зберіть 10 зіркових токенів, щоб отримати велику коробку!"
TID_KEY_BAR_INFO,"Кількість <c33a5d7>токенів</c>, які можна заробити в боях.\n\nТокени відкривають рівні нагороди в Бравл Пас."
TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT,ПОДВІЙНІ ТОКЕНИ\nОтримайте подвійні <c33a5d7>токени</c> від звичайних боїв.\n\nТокени відкривають рівні нагороди в Бравл Старс
TID_KEY_BAR_INFO_COIN_SHOWER_EVENT,"ПОДІЯ МОНЕТНИЙ ДОЩ\nЗаробляйте <cff8E1b>Монети</c> від битв!\n\nКожний токенів, який ви отримуєте під час звичайної битви, надається з бонусною монетою. Сюди входять токени, отримані від Подвоєнь токенів!\n\nМонети використовуються для покращення Бравлерів."
TID_NEW_ONLINE_FRIEND,ГРАВЕЦЬ ОНЛАЙН
TID_NEW_GAME_ROOM,НОВА КОМАНДА
TID_KEY_BAR_TITLE,ДОСТУПНІ ЖЕТОНИ З БИТВ
TID_PLAYAGAIN_QUIT,ВИХІД
TID_BATTLE_END_WAITING,Чекаємо інших
TID_ERROR_REPLAY_WAITING,Повтор уже очікує на розгляд
TID_ERROR_REPLAY_NOT_POSSIBLE,Повторне відтворення недоступне
TID_ERROR_SPECTATE_WAITING,Огляд уже очікує
TID_ERROR_SPECTATE_NOT_POSSIBLE,Гравець наразі не б'ється
TID_BRAWL_TV_STARTING,БравлТВ завантажується...
TID_ERROR_BRAWL_TV_WAITING,БравлТВ уже очікує на запит
TID_BRAWL_TV_QUIT,БравлТВ №<NUM>
TID_ERROR_BRAWL_TV_TUNE_FAILED,Нічого на Бравл ТВ #<NUM> - перемикання
TID_BRAWL_TV_BATTLE_END_RETURN_HOME,Наступний через <NUM> с
TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON,Авто-наступний
TID_BRAWL_TV_OFF_RETURN_HOME,Вийти з Бравл ТВ
TID_TEAM_POPOVER_YOUR_ROOM,Це ваша Команда
TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM,Команда наразі не б'ється
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM,Неможливо приєднатися. Ви вже в цій команді
TID_TEAM_AD_JOIN_FAIL_FULL,Неможливо приєднатися. Команда повна.
TID_HOMESCREEN_NOT_ENOUGH_TICKETS,Не можна почати бій. Не вистачає квитків
TID_HOMESCREEN_TEAMS_NOT_SUPPORTED,Ця подія не підтримує гру в командах
TID_GAME_MODE_UNLOCKED,РОЗБЛОКУВАНО
TID_ERROR_SPECTATE_DISABLED,Спостерігання тимчасово вимкнено з технічних причин
TID_SPECTATE_FOLLOW,"Натисніть, щоб слідувати:"
TID_SPECTATE_FOLLOWING,Наступний
TID_CONNECTING_WAIT_FOR_SPECTATE,Чекаємо на спостерігання...
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS,"ПЕРЕГЛЯНУТЬ ОГОЛОШЕННЯ, ЩОБ\nПОДВІЙТЕ ОДНУ ВИНАГОРОДУ!\nНа сьогодні залишилося <VIEWCOUNTREM> переглядів"
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW,"ПЕРЕГЛЯНУТЬ ОГОЛОШЕННЯ, ЩОБ\nПОДВІЙТЕ ОДНУ НАГОРОДУ!\n<VIEWCOUNTREM> переглядів, які залишилися сьогодні"
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS,ОТРИМАЙТЕ БІЛЬШЕ НАГОРОДІВ!\nНа сьогодні залишилося <VIEWCOUNTREM> переглядів
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS,ОТРИМАЙТЕ БІЛЬШЕ НАГРОДІВ!\n Залишилося <VIEWCOUNTREM> перегляд сьогодні
TID_CANNON_DAMAGE,Пошкодження гармати
TID_CANNON_HEALTH,Здоров'я гармати
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,Цей гравець має забагато запитів на дружбу. Будь-ласка спробуйте пізніше.
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,Ви надіслали забагато запитів на дружбу. Видаліть один і спробуйте ще раз.
TID_ADD_FRIEND_ERROR_GENERIC,Не вдалося надіслати запрошення до друзів. Будь-ласка спробуйте пізніше.
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,"Програвач, який ви намагалися додати, не існує."
TID_ADD_FRIEND_ERROR_OWN_AVATAR,Не можна запросити себе в друзі!
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,У вашого друга занадто багато друзів. Будь-ласка спробуйте пізніше.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,"У тебе занадто багато друзів. Видаліть одного, якщо ви хочете додати нових друзів."
TID_HINT_26,"Пенні може завдати великої шкоди своєю атакою розбризкуванням, якщо її цілі вирівняються."
TID_HINT_27,Зібрати команду перед матчем дозволяє вам спланувати перед матчем і вибрати гарну комбінацію бійців.
TID_HINT_28,"Спробуйте грати в дружні битви, щоб відпрацьовувати події, влаштовувати дружні змагання та багато іншого!"
TID_HINT_29,"Після гарного матчу з новими товаришами по команді, ви можете натиснути кнопку Грати знову, щоб зіграти з ними ще один матч!"
TID_HINT_30,Дружні битви дозволяють вибрати будь-яку подію та карту. Бравлери також будуть повністю оновлені!
