TID,DE
TID_STARTER_PACK_XP_REQ,Спеціальна пропозиція для досягнення рівня досвіду <XPLEVEL>
TID_VALUE,значення
TID_SHOP_ONE_TIME_PURCHASE,Ця пропозиція є ОДНОРАЗОВОЮ покупкою!
TID_HINT_MAKE_GOAL_1,"ПЕРЕТЯГНІТЬ ЧЕРВОНИЙ елемент управління <ccc0033>, щоб прицілитися в м'яч!"
TID_BALL_2,Потрійний Дриблінг
TID_BALL_3,Плоскодонка-обскура
TID_STARTER_PACK_1,Пакет 5-го рівня
TID_STARTER_PACK_2,Пакет 15-го рівня
TID_STARTER_PACK_3,Пакет 25-го рівня
TID_IAP_XMAS2018_PACK,Святковий пакет
TID_IAP_XMAS2018_PACK_DESC,Хо-хо-хо!
TID_STARTER_PACK_0,Вітальний набір
TID_STARTER_PACK_0_DESC,Святкуючи початок вашої подорожі Brawl Stars
TID_IAP_LNY2019_PACK,Пропозиція Місячної бійки
TID_IAP_LNY2019_PACK_DESC,З Місячним Новим Роком!
TID_IAP_MARCH2019_PACK,Березневе пропозицію
TID_IAP_MARCH2019_PACK_DESC,Це одноразове пропозиція!
TID_IAP_REFRESHER_PACK_DESC,Це одноразове пропозиція!
TID_BLACKHOLE_DEFAULT_SKIN,За замовчуванням
TID_GOLD_CAP_HIT,Досягнуто ліміт токенів.
TID_GATCHA_BUTTON_BOX_STACK_FULL,Повний штабель коробок
TID_COOP_1,Пачинко Парк
TID_GAME_MODE_8,РОБО ГУРКІТ
TID_GAME_MODE_8_DESC,"Захистіть сейф від жадібних робо-бандитів! Роботи будуть наступати на сейф з усіх сторін, і у все більшій кількості. Зробіть все можливе, щоб захиститися, поки таймер не вичерпається!\n\nRobo Rumble складність збільшується поетапно, починаючи від звичайного і закінчуючи БОЖЕВІЛЬНИМ, кожен раз, коли вам вдається успішно захистити сейф."
TID_COOP_INTRO_TEXT,Захистіть сейф!
TID_SELECT_EVENT_POPUP_TITLE,Виберіть подія
TID_BARREL_BOT,ДЕРРІЛ
TID_BARREL_BOT_DESC,У Дерріла потужна атака з двостволки. Його Супер хід-це безрозсудний кидок всередині його пружною бочки!
TID_BARREL_BOT_WEAPON,ПОДВІЙНА ДВІЙКА
TID_BARREL_BOT_WEAPON_DESC,Двостволки дробовики Дерріла стріляють двома приголомшливими вибухами важкого удару з близької відстані.
TID_BARREL_BOT_ULTI,РУЛОН БОЧКИ
TID_BARREL_BOT_ULTI_DESC,"Дерріл перекочується вперед межах своєї бочки, відкидаючи ворогів назад, зменшуючи наноситься шкоди і відскакуючи від стін. Його Супер перезарядка з часом!"
TID_ARTILLERY_DUDE,ПЕННІ
TID_ARTILLERY_DUDE_DESC,"Пенні стріляє мішками з монетами, завдаючи шкоди цілі і всім, хто стоїть позаду. Її Супер-гарматна башта в стилі міномета!"
TID_ARTILLERY_DUDE_WEAPON,МУШКЕТОН
TID_ARTILLERY_DUDE_WEAPON_DESC,"Дістає торбинку з дурним золотом. Якщо мішечок потрапляє у ворога, він лопається, і монети потрапляють в мішені позаду першого ворога."
TID_ARTILLERY_DUDE_ULTI,СТАРИЙ ЛОББЕР
TID_ARTILLERY_DUDE_ULTI_DESC,"Пенні встановлює свою гармату! Він може стріляти по ворогам з великої відстані, навіть якщо вони знаходяться за укриттям."
TID_ITEM_NAME_SPECIAL,ЗОРЯНА СИЛА
TID_HERO_INFO_ITEM_LOCKED,Ви можете знайти це після рівня <LEVEL>
TID_HERO_INFO_LOCKED_INFO,Розблокуйте Brawler з ящиків Brawl
TID_HERO_INFO_LOCKED_INFO_RANK_TRACK,"Reach <SCORE> загальна кількість трофеїв, щоб розблокувати"
TID_SPEC_ABI_FREEZE,КОНТУЗІЯ
TID_SPEC_ABI_BERSERKER,БЕРСЕРКЕР
TID_SPEC_SELF_DESTRUCT,ПОМСТА
TID_SPEC_ABI_CACTUS_HEAL,УДОБРЮВАТИ
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK,МЕДИЧНЕ ЗАСТОСУВАННЯ
TID_SPEC_ABI_REPAIR_TURRET,ЗАРЯДИТИСЯ ЕНЕРГІЄЮ
TID_SPEC_ABI_PET_LIFESTEAL,ПОТЕРПИ МЕНЕ
TID_SPEC_ABI_STEAL_SOULS,СТРАШНИЙ ВРОЖАЙ
TID_SPEC_ABI_SPOT,ОРЕЛ КРУЖЛЯЄ
TID_SPEC_ABI_AMBUSH,ЗАСІДКА
TID_SPEC_ABI_BLACK_HOLE_MONSTER,ЧОРНИЙ ПОРТАЛ
TID_SPEC_ABI_SPEED,СЛИЗЬКІ ЧОБОТИ
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK,МАМИНІ ОБІЙМИ
TID_SPEC_BOUNCED_BULLETS_STRONGER,СУПЕР БАДЬОРИЙ
TID_SPEC_ABI_FIRE_DOT_ULTI,EL FUEGO
TID_SPEC_LAST_STAND,ЛЕБЕДИНА ПІСНЯ
TID_SPEC_BURN,ЩЕ РАКЕТИ!
TID_SPEC_CRIPPLE,ЕКСТРА ТОКСИЧНИЙ
TID_SPEC_ABI_BARREL_DEFENSE,СТАЛЕВІ ОБРУЧІ
TID_SPEC_HEAL_MAIN_ATTACK,DA CAPO!
TID_SPEC_ABI_FREEZE_DESC,Супер - снаряди Шеллі уповільнюють ворогів на <c00cc00><VALUE1></c> секунди!
TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC,Ворона завдає <c00cc00>+<VALUE2></c> шкоди своєю атакою і Супер цілей з <VALUE1>% або менше здоров'я.
TID_SPEC_ABI_BERSERKER_DESC,"Коли Бик падає нижче <c00cc00><VALUE1>%</c> здоров'я, його швидкість перезарядки подвоюється!"
TID_SPEC_SELF_DESTRUCT_DESC,"Коли Динамік переможений, він кидає шість динамітних шашок, завдаючи <c00cc00><VALUE1></c> шкоди кожній з них"
TID_SPEC_ABI_CACTUS_HEAL_DESC,"Після використання Super Spike відновлює <c00cc00><VALUE1> < /c> здоров'я в секунду, залишаючись у своїй зоні дії."
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC,Ячмінь відновлює <c00cc00><VALUE1></c> здоров'я від кожної атаки.
TID_SPEC_ABI_REPAIR_TURRET_DESC,"Джессі може відновити свою орудийную вежу за <c00cc00><VALUE1></c> відсутнього здоров'я, вдаривши її своєю атакою."
TID_SPEC_ABI_PET_LIFESTEAL_DESC,"Ніта відновлює здоров'я <c00cc00><VALUE1></c> всякий раз, коли її ведмідь потрапляє під ворожого забіяки. Коли Ніта завдає шкоди ворожого забіяці, її ведмідь відновлює здоров'я <c00cc00><VALUE2></c>."
TID_SPEC_ABI_STEAL_SOULS_DESC,"Мортис пожинає життєву сутність переможеного ним Скандаліста, відновлюючи <c00cc00><VALUE1></c> його здоров'я."
TID_SPEC_SPOT_FROM_AIR_DESC,"Використовуючи свій Супер, Пайпер може виявити всіх ворогів, захованих в кущах з повітря."
TID_SPEC_HEAL_MAIN_ATTACK_DESC,"Коли атака Poco вражає дружніх Забіяк, вони тепер зцілюються для <c00cc00><VALUE1></c> здоров'я."
TID_SPEC_ABI_SPOT_DESC,"Бо зауважує ворогів, які сховалися в кущах, з відстані <c00cc00><VALUE1>%</c> більшого, ніж зазвичай."
TID_SPEC_ABI_AMBUSH_DESC,"Атака Пайпер завдає <c00cc00>+<VALUE1></c> додатковий втрат (на максимальній дальності), коли вона ховається в кущах."
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,Супер тріщини Тари відкривають просторовий портал! З'являється примарна версія Тари і нападає на її ворогів.
TID_SPEC_ABI_TODO_DESC,Особливі здібності не визначено
TID_SPEC_ABI_SPEED_DESC,Швидкість руху кольта збільшується на <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_PUSHBACK_SELF_DESC,"Динамік може осідлати вибухову хвилю своєї вибухівки, щоб перестрибувати через перешкоди!"
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,"Всякий раз, коли Пем вражає ворожих забіяк Scrapstorm, вона зцілює себе і найближчих дружніх Забіяк для <c00cc00><VALUE1></c> здоров'я."
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,"Кулі Ріко, як від атаки, так і від Супер, заряджаються при першому ж відскоку і наносять +<c00cc00><VALUE1 > </c> шкода!"
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,"Вороги, які потрапили в El Primo Super, будуть горіти на <c00cc00><VALUE1></c> втрату протягом 4 секунд."
TID_SPEC_LAST_STAND_DESC,"Поко грає свою лебедину пісню в той самий момент, коли він закінчується. Доброзичливі скандалісти навколо нього відновлюють <c00cc00><VALUE1></c> здоров'я!"
TID_SPEC_BURN_DESC,Ракетний дощ тепер обрушується <c00cc00><VALUE1>%</c> більше ракет.
TID_SPEC_ABI_BARREL_DEFENSE_DESC,"Після кидка стовбура весь шкоди, яка завдається Дерріл, зменшується на <c00cc00><VALUE2>%</c> протягом <c00cc00><VALUE1></c> секунд."
TID_SPEC_CRIPPLE_DESC,"Отрута Ворона виснажує сили ворогів, які наносять <c00cc00><VALUE1>%</c> менше шкоди при отруєнні."
TID_BATTLE_ROYALE_7,Подвійна Біда
TID_GAME_MODE_9,ДУЕТ РОЗТИН
TID_GAME_MODE_9_COMBINED,РОЗТИН
TID_GAME_MODE_9_DESC,"Знищте інші чотири команди. Якщо ви зазнаєте поразки, то через деякий час возродитесь, якщо ваш товариш по команді ще живий!"
TID_WAVE_APPROACHING,Хвиля <число>
TID_TEAMS_LEFT,Команди зліва: <num>
TID_TEAM_MATE_RESPAWNING,Товариш по команді повернувся: <num>
TID_BOSS_APPROACHING,Хвиля <номер>: <ccc0000>Великий Робот Входить!</c>
TID_COOP_2,Сталеве з'єднання
TID_BOSS_2,Зал короля Кротів
TID_BEAR_DAMAGE,Нести Втрати
TID_BEAR_HEALTH,Ведмеже Здоров'я
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,Команди з двох чоловік
TID_SPEC_ABI_PUSHBACK_SELF,DYNA-СТРИБОК
TID_VIEW_PROFILE_BUTTON,Подивитись профіль
TID_REPORT_PLAYER_BUTTON,Повідомити
TID_CHAT_REPORT_CONFIRMATION_TITLE,Звіт <ім'я>?
TID_CHAT_REPORT_CONFIRMATION,"Ви впевнені, що хочете повідомити <ім'я> про неналежну поведінку?"
TID_PLAYER_ALREADY_REPORTED,Про цього гравця вже повідомлялося!
TID_STARTER_PACK_4,Пакет 35-го рівня
TID_NEED_HERO,Не можна купувати шкіру. Спочатку потрібно розблокувати Brawler.
TID_EVENT_ENDING,<GAMEMODE> скоро закінчиться!
TID_TEAM_DISPLAY_TITLE_CLAN,КЛУБНІ КОМАНДИ
TID_TEAM_DISPLAY_TITLE_FRIENDS,КОМАНДИ ДРУЗІВ
TID_TICKETS_REVEIVED,<СУМА> квитки на захід отримані!
TID_TUTORIAL_12,"У нас є ДОРОГОЦІННІ КАМЕНІ, давайте попрямуємо до виходу!"
TID_NO_TARGET_HINT,"Немає мети, доступною для ШВИДКОГО ВОГНЮ!"
TID_CAN_NOT_AUTOSHOOT,Немає ШВИДКОГО ВОГНЮ для цього Супер
TID_VS,проти
TID_VS_SHOWDOWN,Кожен Скандаліст за себе!
TID_HAS_LASER_BALL_HINT,Не може ШВИДКО ВИСТРІЛИТИ при перенесенні м'яча
TID_CLAN_RESPONSE_44,Приєднатися не вдалося: Ви вже знаходитесь в Клубі
TID_SHOTGUN_GIRL_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_GUNSLINGER_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_BULL_DUDE_SHORT_DESC,Танк
TID_ROCKET_GIRL_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_TNT_DUDE_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_LUCHADOR_SHORT_DESC,Танк
TID_TRICKSHOT_DUDE_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_CACTUS_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_BARKEEP_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_MECHANIC_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_SHAMAN_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_UNDERTAKER_SHORT_DESC,АССАСИН
TID_CROW_SHORT_DESC,АССАСИН
TID_DEAD_MARIACHI_SHORT_DESC,ПІДТРИМКА
TID_BOW_DUDE_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_SNIPER_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_MINIGUN_DUDE_SHORT_DESC,ПІДТРИМКА
TID_BLACK_HOLE_SHORT_DESC,ДИЛЕР УШКОДЖЕНЬ
TID_BARREL_BOT_SHORT_DESC,ГІБРИД
TID_CLAN_INTRO_SUGGESTED_CLANS,КРАЩІ КЛУБИ ДЛЯ ВАС
TID_CLAN_INTRO_CREATE_TITLE,ЧОМУ Б НЕ ЗРОБИТИ СВІЙ ВЛАСНИЙ?
TID_CLAN_INTRO_HEADER,Клуби
TID_CLAN_INFO_TITLE,ІНФОРМАЦІЯ ПРО КЛУБ
TID_CLAN_INFO_NO_DESCRIPTION,НЕМАЄ ОПИСУ КЛУБУ
TID_EVENT_POPUP_TITLE,ДАВАЙТЕ ПОБОРЕМОСЯ!
TID_GOLDRUSH_8,Сапфірові Рівнини
TID_USE_AUTOFIRE_TUTORIAL,"НАТИСНІТЬ на червоний елемент управління <ccc0033>, щоб стріляти в найближчого ворога!"
TID_BRAWL_BOX_INFO_1,"Велика коробка дає нагороди, подібні відкриття 3 коробок для бійки. Однак Очки сили розподіляються між меншою кількістю Забіяк. Жетони Gear можуть бути тільки одного типу. Ви отримуєте три випадкових розіграшу, кожен з цими імовірностями винагороди:"
TID_BRAWL_BOX_INFO_2,"Кожна коробка Brawl містить одну з таких предметів: новий Brawler, Power Points & Coins, Gear Tokens & Scrap, Гаджет або Зоряна сила. Крім того, ви також можете отримати бонусні подвоювачі токенів.:"
TID_BRAWL_BOX_INFO_3,"Мега-бокс дає вам нагороди, схожі на відкриття 10 боксів для бійки. Однак Очки сили розподіляються між меншою кількістю Забіяк. Жетони Gear збираються в один тип жетонів. Ви отримуєте 10 випадкових розіграшів, кожен з цими імовірностями винагороди:"
TID_BRAWL_BOX_INFO_CATEGORIES,\n\n<CATEGORY1> : <NUM1>%\nRare Brawler : <NUM2>%<GAR_HERO_1>\nSuper Rare Brawler : <NUM3>%<GAR_HERO_2>\nEpic Brawler : <NUM4>%<GAR_HERO_3>\nMythic Brawler : <NUM5>%<GAR_HERO_4>\nLegendary Brawler : <NUM6>%<GAR_HERO_5>\nStar Power : <NUM7>%<GAR_STAR_POWER>\nGadget : <NUM8>%<GAR_ACCESSORY>\nGear Tokens: <NUM9>%
TID_BRAWL_BOX_INFO_FOOTER,"Крім того, кожен розіграш дає вам% - ний шанс отримати Удвоитель токенів. Гаджети доступні тільки після того, як Скандалісти досягли 7-го рівня потужності. Зоряні сили доступні тільки для Забіяк з 9-м рівнем сили. Жетони брухту і спорядження доступні тільки після того, як Забіяки досягли 10-го рівня потужності. Після розблокування <WCPP_BRAWLERS> brawlers буде ймовірність <WCPP_CHANCE>%, що окуляри потужності можуть бути призначені будь скандалістові. Як тільки ви разблокируете всі нагороди певного типу, наприклад Рідкісних забіяк, ймовірність отримати всі інші нагороди збільшиться. Удача: Для того щоб зробити відкриття боксу Бійки більш справедливим, існує система удачі, впливає на ймовірність появи Легендарних Забіяк. З кожним розіграшем, який не дає вам нового Скандаліста, ваша удача збільшується. Кожен раз, коли ви отримуєте нового Скандаліста, ваша удача зменшується в залежності від рідкості Скандаліста, якого ви отримали. Коли удача досить висока, у вас є більш високий шанс роздобути Легендарного Скандаліста, шанс не підніметься вище <MAX_LEGENDARY>%. І навпаки, низька удача означає, що у вас менше шансів дістати нового Легендарного Скандаліста. Ранні розіграші зумовлені заздалегідь, щоб забезпечити чесний старт для всіх."
